animal_id,found_location
A726603,604 Vargas in Austin (TX)
A704201,Bluesky Way in Austin (TX)
A699253,525 N Lamar Blvd in Austin (TX)
A738949,2108 Warfield  Way in Austin (TX)
A761022,Austin (TX)
A735273,Austin (TX)
A685324,La Paz Ln & Sky Park St in Del Valle (TX)
A675068,Burleson Rd And Moores Bridge Rd in Austin (TX)
A717007,7332 Muffin Dr in Austin (TX)
A754540,1000 Dalton in Austin (TX)
A717068,Outside Jurisdiction
A754848,Vertex Blvd And East Slaughter in Austin (TX)
A716655,807 Kevin Taylor Dr in Austin (TX)
A700658,Cameron Loop & Davis Lane in Austin (TX)
A629187,7112 Ed Bluestein Blvd #125 in Austin (TX)
A695667,4424 Silverstone Dr in Austin (TX)
A731040,Travis (TX)
A711089,W 29Th St And Harris Blvd in Austin (TX)
A430671,12311 Fay in Manor (TX)
A759903,East Second And Mildred Street in Austin (TX)
A664446,6201 E 290 in Austin (TX)
A713588,Austin (TX)
A713345,8023 Coulver in Austin (TX)
A743404,Travis (TX)
A710615,6700 Evelyn Rd in Austin (TX)
A691956,4220 Duval St in Austin (TX)
A760532,North Lamar And West 38Th Street in Austin (TX)
A714589,1901 Woodward in Austin (TX)
A667330,Leander (TX)
A669695,12Th St And Mckinley Ave in Austin (TX)
A711799,5757 Palo Blanco in Austin (TX)
A756865,Rundberg And Interstate 35 in Austin (TX)
A664548,Austin (TX)
A746730,1156 Cesar Chavez St in Austin (TX)
A698902,Richcreek Rd And Greenhaven Dr in Austin (TX)
A748701,602 W Fort Dr in Austin (TX)
A742251,Navasota St And East 12Th St in Austin (TX)
A761399,26Th Street And Rio Grande in Austin (TX)
A722192,2005 Bouldin in Austin (TX)
A631581,Austin (TX)
A664932,111 Old Bastrop Hwy in Austin (TX)
A707795,5701 Johnny Morris Road in Austin (TX)
A721677,7100 Apperson St in Austin (TX)
A765549,Austin (TX)
A712049,6120 Tiner Trl in Austin (TX)
A696139,5409 Ponciana Dr in Austin (TX)
A718916,Austin (TX)
A750073,Pleasant Valley And Teri Rd in Austin (TX)
A694454,520 Sacramento Dr in Austin (TX)
A764671,6100 Idlewood Cove in Austin (TX)
A766283,11215 South Ih 35 in Austin (TX)
A689121,2222 And Riverplace Blvd in Austin (TX)
A720286,22300 Nameless Rd. in Travis (TX)
A752413,9617 Anderson Mill Rd in Austin (TX)
A668933,10608 Portrush Cr in Austin (TX)
A703815,1139 Stephanie Lee in Austin (TX)
A731095,3201 Century Park Blvd in Austin (TX)
A756486,12200 Harris Branch Pkwy in Austin (TX)
A714893,Austin (TX)
A703868,Mansell And Gonzalez in Austin (TX)
A683082,7414 Onion Creek in Austin (TX)
A716654,3000 Rexford Dr in Austin (TX)
A722743,9005 Winter Haven Rd in Austin (TX)
A728432,Clearfield in Austin (TX)
A743776,Bastrop (TX)
A687209,9607 Carson Creek in Del Valle (TX)
A704515,2904 Ellon Rd in Del Valle (TX)
A731306,"Texas 130, Mustang Ridge in Travis (TX)"
A701482,3010 Govalle in Austin (TX)
A763167,2107 Kirksey Drive in Austin (TX)
A727043,9515 N Lamar Blvd in Austin (TX)
A727043,9515 N Lamar Blvd in Austin (TX)
A685575,7709 Huddleston Ln in Austin (TX)
A675029,Airport/ Aldridge in Austin (TX)
A739394,Outside Jurisdiction
A733832,8220 Tx-71 in Austin (TX)
A706453,Highway 183 And Anderson Lane in Austin (TX)
A688339,Austin (TX)
A669986,Austin (TX)
A711095,1156 W Cesar Chavez in Austin (TX)
A675888,4106 N. Lamar in Austin (TX)
A714117,2900 Bee Caves Rd in Austin (TX)
A735180,Austin (TX)
A716901,Teasdale Terrace And Crown Ridge Path in Austin (TX)
A763961,7510 Compass Drive in Austin (TX)
A738988,5313 Manor Rd Austin in Austin (TX)
A691932,Austin (TX)
A668957,Rundberg And Georgian in Austin (TX)
A739853,Travis (TX)
A713267,Evanston Ln And Longview Rd in Austin (TX)
A690311,9500 Hwy 290 East in Austin (TX)
A726943,Austin (TX)
A655842,Austin (TX)
A723051,Travis (TX)
A680498,Outside Jurisdiction
A736093,Lake Creek Parkway And Grey Rock in Austin (TX)
A713858,300 East Parsons in Manor (TX)
A755431,6808 S Ih 35 Frontage Rd in Austin (TX)
A692600,2200 Palmera Cv in Austin (TX)
A722015,Plains Trail And N Meadow Dr in Austin (TX)
A675969,3312 South Pleasant Vally Rd in Austin (TX)
A715836,600 Barwood Park in Austin (TX)
A680027,13602 Fm 969 in Austin (TX)
A761147,Acapulco Dr And Fm 812 in Del Valle (TX)
A721005,Ih 35 And Hwy 290 in Austin (TX)
A673276,8805 North Plaza Dr in Austin (TX)
A763191,6208 Tiner in Austin (TX)
A693353,1112 Gunters in Austin (TX)
A692360,8905 Pointer Ln in Austin (TX)
A716646,William Cannon And 71 in Austin (TX)
A670559,Deatonhill Dr And Wm Cannon Dr in Austin (TX)
A712282,W William Cannon Dr And S Congress Ave in Austin (TX)
A757411,Austin (TX)
A746624,Aspen Glenn Blvd & Alpine Autumn Dr in Austin (TX)
A719822,7304 South Glenn St in Austin (TX)
A684563,2300 Wagon Crossing in Austin (TX)
A684272,12211 Old Stage Trl in Austin (TX)
A718391,9707 Brodie Ln in Austin (TX)
A688804,Austin (TX)
A736600,St Johns And North Crest in Austin (TX)
A667300,2600 Block Of Jones in Austin (TX)
A739616,1656 Rutland Drive in Austin (TX)
A688982,Stuart Cir And Jane Ln in Austin (TX)
A767402,Outside Jurisdiction
A672450,1700 Webberwood Dr in Travis (TX)
A716196,1103 Speer Lane in Austin (TX)
A721537,304 E 7Th St in Austin (TX)
A665315,Travis (TX)
A746289,Cameron Rd & 52Nd in Austin (TX)
A704682,Linden & Maschmeier Rd in Austin (TX)
A675096,12034 Research Blvd #8 in Austin (TX)
A677379,Gray Blvd/ Beck Cir in Austin (TX)
A667439,City Park/Oak Shores Dr in Austin (TX)
A696454,2500 Montopolis in Austin (TX)
A720639,11805 Garden Grove Dr in Austin (TX)
A717195,2208 Sorret Tree in Austin (TX)
A706516,7920 Old Lockhart Rd in Travis (TX)
A749489,Austin (TX)
A717167,Tomanet Trail And Galway St in Austin (TX)
A732567,N Interstate 35 Frontage Rd & Manor Rd in Austin (TX)
A766854,Herzog Street And Robert Browning Street in Austin (TX)
A399421,Shoal Creek Dr W And Treadwell Blvd in Austin (TX)
A750775,Austin (TX)
A732284,4900 Mueller Blvd in Austin (TX)
A748008,408 W 15Th St in Austin (TX)
A712098,Matthew/ Cooper Ln in Austin (TX)
A715820,Austin (TX)
A734826,1309 Sabine St in Austin (TX)
A703762,1400 Marcus Pl in Austin (TX)
A682046,1100 Reinli St in Austin (TX)
A699900,9701 Aberdeen Way in Austin (TX)
A612961,Austin (TX)
A534959,13400 Marie Ln in Manor (TX)
A734703,Ih 35 And Rainey Street in Austin (TX)
A716511,Austin (TX)
A641228,1182 North Pleasant Valley Road in Austin (TX)
A741308,4304 Duval Rd in Austin (TX)
A484400,11615 Pearwood Pl in Austin (TX)
A713641,4709 Delores Ave in Austin (TX)
A728127,6803 Lucy Cv in Austin (TX)
A699077,Slaughter/Riddle in Austin (TX)
A765341,1603 East Oltorf Street in Austin (TX)
A687951,Austin (TX)
A709220,1819 Quanah Parker in Austin (TX)
A763703,Interstate 35 And East William Cannon in Austin (TX)
A696114,Austin (TX)
A731965,23393 Nameless Rd in Leander (TX)
A760890,4701 S Ih 35 in Austin (TX)
A690232,Tillery St And Springdale in Austin (TX)
A753169,2508 E Riverside Dr in Austin (TX)
A730354,Outside Jurisdiction
A737478,Carver Ave & Wilks Ave in Austin (TX)
A702727,16709 Jaron Dr in Manor (TX)
A683217,14811 Chicadee in Pflugerville (TX)
A752238,2708 Hoeke Ln in Austin (TX)
A666872,Anderson Mill/Swan in Austin (TX)
A737925,739 W William Cannon in Austin (TX)
A700426,2123 Fordham in Austin (TX)
A731646,6901 Wier Loop Rd in Austin (TX)
A763935,4716 Sagebrush Trail in Austin (TX)
A613088,Austin (TX)
A703412,2201 W Ben White in Austin (TX)
A720590,Wesgate And Nebit in Austin (TX)
A679314,8500 Bargamin in Austin (TX)
A680653,Locke Ln & Barton Skyway in Austin (TX)
A757643,Outside Jurisdiction
A707328,7302 Twin Crest Dr in Austin (TX)
A601869,Austin (TX)
A709876,Martin Lane And Javes Hill Road in Pflugerville (TX)
A712449,Manor (TX)
A764181,Arcadia Circle And Descanso Circle in Austin (TX)
A731749,Millhouse Rd in Travis (TX)
A677014,Austin (TX)
A734546,16006 Agua Vista in Austin (TX)
A746728,1156 Cesar Chavez St in Austin (TX)
A665474,Montopolis/ E Riverside in Austin (TX)
A759208,Austin (TX)
A692499,11441 Ih-35 North in Austin (TX)
A753941,311 Moore Blvd in Austin (TX)
A697098,9210 Northgate in Austin (TX)
A687510,1713 E Riverside Dr in Austin (TX)
A762889,Austin (TX)
A681345,5338 Thunder Creek in Austin (TX)
A743675,12900 No I-35 Svc Rd Sb in Austin (TX)
A669896,15300 Lucian St in Austin (TX)
A758740,Austin (TX)
A686870,7606 Basil Drive in Austin (TX)
A672419,706 Jetta Ct. in Austin (TX)
A751365,805 San Saba in Austin (TX)
A679321,4500 Meadow Dr. in Bastrop (TX)
A690953,Montopolis And Porter St in Austin (TX)
A645075,Travis (TX)
A694389,Long Day Dr & Harvest Time Dr in Austin (TX)
A734087,2310 E 9Th St in Austin (TX)
A702338,1000 W Rundberg Ln in Austin (TX)
A700971,Auditorium Shores in Austin (TX)
A766885,Bee Cave Parkway And Fm 620 in Bee Cave (TX)
A725788,1701 Congress Ave in Austin (TX)
A669900,Austin (TX)
A719857,969 And Huntersbend in Austin (TX)
A702705,Larch Terr. in Austin (TX)
A763472,Austin (TX)
A726974,600 River St in Austin (TX)
A693087,1156 Hargrave St in Austin (TX)
A760665,11700 Metric Blvd in Austin (TX)
A692538,19111 Fm969 in Travis (TX)
A681525,12118 Walnut Park Xing. in Austin (TX)
A571593,207 Tillery Square in Austin (TX)
A668219,S 1St And Stassney in Austin (TX)
A730007,Austin (TX)
A730381,W Slaughter Ln & E Stassney Ln in Austin (TX)
A725396,5407 Tallow Tree in Austin (TX)
A727894,Austin (TX)
A686634,5801 Ainez Dr in Austin (TX)
A711766,11225 Slippery Elm Trl in Austin (TX)
A736793,9920 Farm To Market Road 1826 in Austin (TX)
A699968,Williamson (TX)
A741869,8215 Los Ranchos in Austin (TX)
A731582,Austin (TX)
A702289,835 Kramer Ln in Austin (TX)
A679935,9500 S Chisholm Trl in Austin (TX)
A720620,5600 Decker Ln in Austin (TX)
A744770,10907 Spicewood Pkwy in Austin (TX)
A693663,9200 North Plz #904 in Austin (TX)
A738496,10307 Brownie St #D in Austin (TX)
A702269,S Lamar Blvd & La Casa Dr in Austin (TX)
A727154,Brighton & Ramos in Austin (TX)
A673523,Austin (TX)
A695276,10904 Helms Deep Drive in Austin (TX)
A731213,Austin (TX)
A730654,Austin (TX)
A686948,2243 Honecomb Hollow in Travis (TX)
A743653,Austin (TX)
A765604,3302 Northeast Dr in Austin (TX)
A702774,Buckingham Gate Rd And Frate Barker Rd in Austin (TX)
A739639,12509 Twin Creek Rd in Travis (TX)
A752217,10209 Fm 812 in Austin (TX)
A756438,Austin (TX)
A680998,510 Hickory Ridge in Travis (TX)
A715530,3200 Century Park Blvd in Austin (TX)
A682648,7403 West Gate Blvd in Austin (TX)
A730960,Elm Creek Drive And Blue Meadow Drive in Austin (TX)
A680003,7101  Texas 71 in Austin (TX)
A745771,1416 Poppy Seed Ln in Austin (TX)
A727387,7601 Beinville Cv in Austin (TX)
A696493,Austin (TX)
A731062,12811 Broughton Way in Austin (TX)
A743243,12621 Hymeadow in Austin (TX)
A742303,E Cesar Chavez And Hwy 183 in Austin (TX)
A721889,11411 Research Blvd in Austin (TX)
A692202,2518 Leon St in Austin (TX)
A697867,Austin (TX)
A725282,515 City Park Rd in Pflugerville (TX)
A747978,10741 Old Lockhart Hwy in Travis (TX)
A733472,7301 N Ranch Rd 620 in Austin (TX)
A706873,10208 River Plantation Dr in Austin (TX)
A740335,Austin (TX)
A702303,6308 Harold Ct in Austin (TX)
A733139,8904 Tronewood Drive in Austin (TX)
A710461,9309 Marsh Dr in Austin (TX)
A674808,4400 Franklin in Austin (TX)
A718577,Stassney Lane And Nuckols Crossing Road in Austin (TX)
A696495,12419 Metric Blvd in Austin (TX)
A685423,Rutland Dr And Mountain Quail Rd in Austin (TX)
A750668,Austin (TX)
A706226,6208 Tiner Trail in Austin (TX)
A734132,8216 Georgian Dr in Austin (TX)
A667873,Austin (TX)
A667163,9329 Northgate Bld in Austin (TX)
A667834,Austin (TX)
A717493,400 Linda Ln. in Austin (TX)
A691879,124 W Anderson Ln in Austin (TX)
A728227,5102 Lott Ave in Austin (TX)
A707409,6721 S Congress Ave in Austin (TX)
A719597,Burkman Dr And Us 290 Frontage Rd in Austin (TX)
A753079,Austin (TX)
A671066,701 West Longspur Blvd in Austin (TX)
A711707,Austin (TX)
A690951,8802 Little Walnut Dr in Austin (TX)
A738252,2204 East Stassney in Austin (TX)
A681027,8507 Georgian Dr in Austin (TX)
A717468,Ross Rd And Hwy 71 in Del Valle (TX)
A695441,13422 Onion Creek Dr in Travis (TX)
A712570,Austin (TX)
A692613,1306 Perez St in Austin (TX)
A682240,4900 Howard Ln in Austin (TX)
A767312,7201 Levander Loop in Austin (TX)
A752592,6600 Elm Creek in Austin (TX)
A695904,Del Valle (TX)
A695548,4305 Acropolis in Austin (TX)
A706951,3621 Long Day in Austin (TX)
A746944,Austin (TX)
A719545,Austin (TX)
A726051,Austin (TX)
A739418,12034 Research Blvd in Austin (TX)
A718744,E 6Th St And Robert Martinez Jr St in Austin (TX)
A742702,Austin (TX)
A762979,10700 Macmora Road in Austin (TX)
A687221,11615 Reata in Travis (TX)
A682583,8108 Georgian Dr in Austin (TX)
A700686,2529 Rio Grande St in Austin (TX)
A760379,1430 Frontier Valley in Austin (TX)
A701299,6009 Merriwood in Austin (TX)
A731655,7006 A Creedmoor Rd in Austin (TX)
A671647,1302 Ruth Ave in Austin (TX)
A733699,W William Cannon Dr & Brush Country Rd in Austin (TX)
A754611,413 Wye Oak Street in Austin (TX)
A668539,Lago Vista (TX)
A735904,1156 W Cesar Chavez in Austin (TX)
A728530,Austin (TX)
A686086,7058 Thistle Hill Way in Austin (TX)
A693901,Austin (TX)
A669311,7200 Reaburn St in Austin (TX)
A659400,8100 N Lamar in Austin (TX)
A689159,4811 S Congress Ave in Austin (TX)
A678460,7615 Northview Ln in Austin (TX)
A680900,11701 Big Trail in Austin (TX)
A569676,Austin (TX)
A678057,Austin (TX)
A665246,6201 Sneed Cove in Austin (TX)
A685234,Austin (TX)
A759655,Austin (TX)
A724137,W Dittmar Dr And Peaceful Hill Ln in Austin (TX)
A671118,4002 Wrightwood Rd in Austin (TX)
A691929,Austin (TX)
A629077,7400 Bluff Springs in Austin (TX)
A710419,7201 Levander Loop in Austin (TX)
A707169,14411 Hwy 290 East in Travis (TX)
A737426,2400 Nueces St in Austin (TX)
A719528,5106 Village Square Dr in Austin (TX)
A724157,2120 Nogales St in Austin (TX)
A675515,8900 N Ih35 in Austin (TX)
A736717,North I-H-35 in Austin (TX)
A722013,Plains Trail And N Meadow Dr in Austin (TX)
A732383,9816 Bundoran in Austin (TX)
A663819,Manchaca & Ben White in Austin (TX)
A747088,Austin (TX)
A711533,7112 Ed Bluestein Blvd #125 in Austin (TX)
A724112,Loyola & Wentworth in Austin (TX)
A765880,12612 North Lamar Boulevard in Austin (TX)
A686131,623 Blue Valley Dr in Austin (TX)
A765764,Austin (TX)
A739576,13201 Pond Springs Rd in Austin (TX)
A705602,Brodie Ln And Gatling Gun Ln in Austin (TX)
A763076,Austin (TX)
A730593,Travis (TX)
A675002,William Cannon And S Pleasant Valley in Austin (TX)
A715233,Austin (TX)
A702484,Austin (TX)
A680137,Mopac And Parmer Ln in Austin (TX)
A696816,E Riverside Dr & Burton Dr in Austin (TX)
A752758,Pleasant Valley And Revere in Austin (TX)
A761766,Del Valle (TX)
A761508,8005 Brockman in Austin (TX)
A718551,2731 S Congress Ave in Austin (TX)
A688047,13255 N Hwy 183 in Austin (TX)
A695414,9600 Burnet Rd in Austin (TX)
A697610,Austin (TX)
A760782,6918 Pondsdale Drive in Austin (TX)
A703583,6403 Tiner Trl in Austin (TX)
A667353,7816 Paces Mill Ln in Austin (TX)
A674245,12006 Greenleaf in Travis (TX)
A764334,500 Trinity Street in Austin (TX)
A754699,Outside Jurisdiction
A759625,Clawson Road And Grayford Drive in Austin (TX)
A724882,10901 Lakeline Mall Dr in Austin (TX)
A742726,Rundberg in Austin (TX)
A676004,Austin (TX)
A735102,5611 Overbrook Dr in Austin (TX)
A673540,Austin (TX)
A751026,Austin (TX)
A715542,1170 Perry Rd in Austin (TX)
A671161,1402 Singelton Ave in Austin (TX)
A730135,12113 Metric Blvd in Austin (TX)
A718992,Del Valle (TX)
A723265,Berkman And Ridgemont in Austin (TX)
A616559,7310 Carver Ave in Austin (TX)
A720090,1128 Gardner in Austin (TX)
A765399,5200 Ponciana in Austin (TX)
A765805,3600 South Congress Avenue in Austin (TX)
A742915,7309 Bethune Ave in Austin (TX)
A695479,Austin (TX)
A681354,Pleasant Valley And Creekbend Dr in Austin (TX)
A722435,10412 Fm 969 in Travis (TX)
A701666,5517 Thunder Gulch in Travis (TX)
A746806,E Riverside Dr & S Pleasant Valley Rd in Austin (TX)
A716920,3204 Tom Green St in Austin (TX)
A674489,1402 Cool Shadow Dr in Del Valle (TX)
A745321,Austin (TX)
A737263,5309 Prock Lane in Austin (TX)
A748907,1834 Ferguson in Austin (TX)
A702922,Austin (TX)
A761554,3402 Neal St in Austin (TX)
A587871,Austin (TX)
A677455,6202 Oliver Loving Trail in Austin (TX)
A703910,8807 Tressina Drive in Austin (TX)
A752502,399 West 22Nd in Austin (TX)
A714662,Austin (TX)
A747260,3706 S 2Nd St in Austin (TX)
A712234,Austin (TX)
A683517,1195 Angelina St in Austin (TX)
A706154,Oltorf in Austin (TX)
A683921,7201 Levander Loop in Austin (TX)
A739311,14238 Layne Loop in Travis (TX)
A718865,I-35 And Slaughter Ln in Austin (TX)
A674891,8105 Linden Road in Del Valle (TX)
A760658,2526 Durwood Street in Austin (TX)
A742867,Austin (TX)
A765662,Anderson Mill And Turtle Rock Road in Austin (TX)
A684403,11008 Short Springs in Austin (TX)
A743672,625 E Stassney Ln in Austin (TX)
A710214,6540 Ed Bluestein Blvd in Austin (TX)
A692604,Austin (TX)
A639534,4209 River Rd in Travis (TX)
A744377,Bluebonnet Ln And Rabb Glen St in Austin (TX)
A683596,Carriage Hills Dr And Old Hwy 20 in Manor (TX)
A670180,Austin (TX)
A755584,5900 Sunshine in Austin (TX)
A703680,5211 Eilers Avenue in Austin (TX)
A378818,I 35 & Slaughter Ln in Austin (TX)
A736481,4710 Sojourner St in Austin (TX)
A725984,Austin (TX)
A676612,12928 Latchwood Ln in Austin (TX)
A717560,Austin (TX)
A761872,815 Christopher Street in Austin (TX)
A751519,1030 Norwood Park Blvd in Austin (TX)
A744119,1156 East in Austin (TX)
A751980,2302 Berkett in Austin (TX)
A715872,1354 Old Lockhart Hwy in Travis (TX)
A733176,13117 Billiem Dr in Austin (TX)
A765701,1102 S Congress Ave in Austin (TX)
A758405,17205 Lessman in Travis (TX)
A722006,Rundberg And N Ih 35 in Austin (TX)
A585941,2700 Gracie Farms Ln in Austin (TX)
A666902,12110 Lavinia in Austin (TX)
A682680,11302 Mayo in Austin (TX)
A758582,7900 Thaxton Road in Austin (TX)
A666382,10613 Carovilli in Austin (TX)
A732259,9502 Capital View Dr in Austin (TX)
A750401,5600 Burnet Rd in Austin (TX)
A751813,1054 Springdale Rd in Austin (TX)
A766525,5706 Delwood Dr in Austin (TX)
A757513,1400 St Croix Ln in Travis (TX)
A753717,2329 Bitter Creek in Austin (TX)
A696098,715 E 8Th St in Austin (TX)
A719512,Austin (TX)
A699505,Running Water And Colton Bluff Springs in Austin (TX)
A754902,Northgate in Austin (TX)
A735288,8812 Slayton Drive in Austin (TX)
A700245,206 E Skyview Rd in Austin (TX)
A700756,2425 E Riverside Dr in Austin (TX)
A679779,Tonowa Trl in Austin (TX)
A670888,2815 E 71 #107 in Austin (TX)
A751268,Austin (TX)
A681363,833 Whitehall Dr in Pflugerville (TX)
A708820,Austin (TX)
A707128,5446 Walnut Grove in Austin (TX)
A758323,11804 Alpheus in Travis (TX)
A682469,Bee Caves Rd And Hwy 360 in Austin (TX)
A723199,1156 W Cesar Chavez St in Austin (TX)
A759938,19412 Blake Manor in Travis (TX)
A704333,4715 Cedargrove Dr in Austin (TX)
A723198,1156 W Cesar Chavez St in Austin (TX)
A676571,Austin (TX)
A718470,21902 Coldspring Dr in Leander (TX)
A767053,3400 South Congress Avenue in Austin (TX)
A712629,1156 W Cesar Chavez St in Austin (TX)
A612598,Austin (TX)
A716677,Austin (TX)
A698162,201 San Jacinto Blvd in Austin (TX)
A673596,Austin (TX)
A712427,1700 Hydro Dr in Austin (TX)
A693940,6910 Hyland Cir in Austin (TX)
A699029,4903 Old Castle in Austin (TX)
A738542,2921 Ellon Rd in Del Valle (TX)
A709878,2314 Wickersham Ln in Austin (TX)
A760864,500 W 2Nd in Austin (TX)
A689647,Austin (TX)
A682338,Outside Jurisdiction
A599748,Tallwood in Austin (TX)
A714605,2605 Hidden Oaks Dr in Austin (TX)
A671730,1722 Woodward St in Austin (TX)
A738180,105 Picea Dr in Lakeway (TX)
