animal_id,found_location
A699749,Research in Austin (TX)
A666429,Austin (TX)
A738197,Old Lockhart Rd And Slaughter Ln in Austin (TX)
A752456,Austin (TX)
A610475,Austin (TX)
A678598,Pflugerville (TX)
A681347,5338 Thunder Creek in Austin (TX)
A717866,7520 Aspen Brook Dr in Austin (TX)
A756431,8116 Lindin Loop in Travis (TX)
A733798,Pioneer Farms Drive in Austin (TX)
A740669,Hwy 130 And Elroy Rd in Del Valle (TX)
A690155,Justin Ln & Grover Ave in Austin (TX)
A678668,Austin (TX)
A711006,21405 Lonesome Ct in Leander (TX)
A702131,14401 Owen Tech Blvd in Austin (TX)
A713464,Breaker And Ih 35 in Austin (TX)
A750687,Bolm And Gardener in Austin (TX)
A666606,Austin (TX)
A749821,20733 Fm 969 in Travis (TX)
A686393,Woodcrest & Buttonwood in Austin (TX)
A623762,Austin (TX)
A718787,Wayside Blvd And Imperial Dr in Austin (TX)
A763006,4400 Franklin Park in Austin (TX)
A758232,Del Valle (TX)
A684958,Austin (TX)
A704821,Austin (TX)
A719540,Manor Rd And Wheeles Dr in Austin (TX)
A678361,7209 Wild Onion in Austin (TX)
A675349,1401 Valley Ridge Dr in Austin (TX)
A719202,71 And 183 in Austin (TX)
A713549,3002 Ellon Rd in Del Valle (TX)
A754961,2909 Glen Riae in Austin (TX)
A588953,Austin (TX)
A737954,Richcreek Rd And Burnet Rd in Austin (TX)
A750452,14701 Burns in Del Valle (TX)
A716554,98 San Jacinto in Austin (TX)
A720690,1300 Duepree St in Austin (TX)
A668905,17Th St And Congress Ave in Austin (TX)
A660910,Nelray And Link in Austin (TX)
A668507,4204  Sojourner St in Austin (TX)
A692258,4213 Canyon Glen Cir in Austin (TX)
A758213,1707 Kerr St in Austin (TX)
A706246,1501 Fm 973 in Travis (TX)
A732071,10530 Morado Cir in Austin (TX)
A695198,7704 Blue Goose Dr in Austin (TX)
A711969,1142 Shady Ln in Austin (TX)
A677466,11603 Gungrove Circle in Austin (TX)
A678192,Ih 35 Frontage Rd & E 38Th 1/2 St in Austin (TX)
A745614,Austin (TX)
A725766,5004 Emerald Forest Circle in Austin (TX)
A692924,12228 Paloma Blanca Way in Del Valle (TX)
A695576,9001 Amberglen Blvd in Austin (TX)
A750865,Holly St & Robert T Martinez in Austin (TX)
A732117,4319 Terry-O Ln in Austin (TX)
A731043,Austin (TX)
A760371,Austin (TX)
A728624,Del Valle (TX)
A751394,802 Lawmont Dr in Austin (TX)
A748588,St Johns And Ih35 in Austin (TX)
A683010,Austin (TX)
A742841,Austin (TX)
A711212,Briar Creek Loop And Great Valley Dr in Manor (TX)
A763888,14321 South Turnersville Road in Travis (TX)
A734821,4905 Hudson Bend Rd in Austin (TX)
A670311,7715 Hidden View Cir in Austin (TX)
A688518,5129 Cameron in Austin (TX)
A590637,12700 Ring Drive in Manor (TX)
A699483,317 Hogg Pecan Pass in Austin (TX)
A738766,Applegate Dr E & Newport Ave in Austin (TX)
A678262,301 Twin Creeks Rd in Travis (TX)
A568715,4605 Dove Springs in Austin (TX)
A714703,1723 Pine Knoll Dr in Austin (TX)
A690315,3403 Peavey Dr in Austin (TX)
A697366,6406 Capriola in Austin (TX)
A693514,2201 Montopolis Dr in Austin (TX)
A767750,Austin (TX)
A757566,Outside Jurisdiction
A734206,14701 Branding Iron Pass in Travis (TX)
A692843,Austin (TX)
A708333,5735 Arcadia Circle in Del Valle (TX)
A708407,4712 East Mlk Blvd in Austin (TX)
A759643,3501 Lake Austin Blvd in Austin (TX)
A747000,2309 Ventura Dr in Austin (TX)
A726498,Austin (TX)
A741582,Austin (TX)
A744509,Palo Blanco Ln And Nuckols Crossing Rd in Austin (TX)
A729155,Austin (TX)
A504813,E 51St St & Manor Rd in Austin (TX)
A688967,1413 Muddy Waters Dr in Pflugerville (TX)
A729046,912 N Bastrop in Austin (TX)
A719352,18021 Werchan Ln in Travis (TX)
A700773,106 Florest Bnd in Austin (TX)
A703129,2628 Alcott Ln in Austin (TX)
A723021,Austin (TX)
A713847,5509 Apple Orchard in Austin (TX)
A725216,Delta Post Dr And Arizona Oak Ln in Austin (TX)
A703923,Austin (TX)
A726277,1308 Thornberry Rd in Austin (TX)
A767776,14107 Sleepy Hollow Drive in Pflugerville (TX)
A729968,Austin (TX)
A729748,19208 Hog Eye Rd in Manor (TX)
A711819,2104 Rabb Rd in Austin (TX)
A691537,Mlk/ Chicon in Austin (TX)
A743111,4500 Chris Lane in Travis (TX)
A723994,Austin (TX)
A703445,6603 S Ih 35 Frontage Rd in Austin (TX)
A721468,16901 Hayride in Del Valle (TX)
A675633,12005 Trotwood in Austin (TX)
A712158,Southpark Meadows in Austin (TX)
A689525,Austin (TX)
A740330,3200 S 1St Street in Austin (TX)
A702658,10600 Old Lockhart Rd in Travis (TX)
A707258,Austin (TX)
A701489,7007 Guadalupe St in Austin (TX)
A667083,Georgian And Powell in Austin (TX)
A728366,Woodward & Ih35 in Austin (TX)
A760281,8947 Wimberly Cv in Travis (TX)
A701511,6005 Fm 973 in Del Valle (TX)
A754140,South Lamar in Austin (TX)
A710207,Austin (TX)
A675077,Austin (TX)
A678963,Melwood Dr & Tiner Trail in Austin (TX)
A701329,Stassney Ln And Congress Ave in Austin (TX)
A608918,Austin (TX)
A700409,"3115 Tom Green, 302 in Austin (TX)"
A733212,2609 Rosewood Dr in Austin (TX)
A671108,4009 Victory in Austin (TX)
A725327,Austin (TX)
A727358,6411 Wolf Ln in Travis (TX)
A709554,5625 West Gate Blvd in Austin (TX)
A744935,7016 Hillcroft Dr in Austin (TX)
A686110,San Jose in Del Valle (TX)
A702881,7201 Levander Loop in Austin (TX)
A702562,10304 N Lamar Blvd in Austin (TX)
A717000,7807 Linden Rd in Travis (TX)
A663553,Austin (TX)
A701316,Great Brittian/Cockeney in Austin (TX)
A735227,7511 Tumbleweed in Austin (TX)
A762867,10812 N Ih 35 in Austin (TX)
A712786,Austin (TX)
A713481,20706 Postoak Parkway in Manor (TX)
A679634,Manor Rd & Chestnut in Austin (TX)
A720445,7201 Levander Loop in Austin (TX)
A689938,7201 Levander Loop in Austin (TX)
A713916,3131 Hwy S 183/Mc Call Rd in Austin (TX)
A744445,Austin (TX)
A735420,Austin (TX)
A703072,2817 E 5Th St in Austin (TX)
A727685,1200 Kramer Ln in Austin (TX)
A705876,812 Springdale in Austin (TX)
A764700,1314 Southport Drive in Austin (TX)
A765651,120 W. Oltorf in Austin (TX)
A755537,4106 N Lamar Blvd in Austin (TX)
A705265,Manor (TX)
A706199,St John'S And Providence St in Austin (TX)
A704160,W 48Th St & Chiappero Trl in Austin (TX)
A732910,3401 Burleson Rd in Austin (TX)
A726285,4522 Felicity Ln in Austin (TX)
A658799,Austin (TX)
A701371,Austin (TX)
A733901,9201 Circuit Of The Americas Blvd in Austin (TX)
A711252,5405 Jeffburn Cove in Austin (TX)
A680245,Pflugerville (TX)
A691490,Austin (TX)
A701059,107 E. Wheeler St in Manor (TX)
A683606,13355 N Us Hwy 183 in Austin (TX)
A713204,1400 Atterbury Ln in Austin (TX)
A707949,Catalina Drive And Burleson in Austin (TX)
A671787,12800 Chime Dr in Manor (TX)
A694554,Nuckols Crossing Rd And E Stassney Ln in Austin (TX)
A749583,Outside Jurisdiction
A711098,1221 S Congress in Austin (TX)
A667177,Austin (TX)
A704720,13000 Fm812 in Del Valle (TX)
A679332,Cesar Chavez And Pleasant Valley in Austin (TX)
A663619,11501 Pollyanna in Austin (TX)
A709186,2601 E 7Th St in Austin (TX)
A753804,8711 Johnny Morris Road in Austin (TX)
A673103,Travis (TX)
A728217,2Nd Street And Tillery Street in Austin (TX)
A672398,5406 Garcreek Cir in Austin (TX)
A706087,1301 Shoal Creek Blvd in Austin (TX)
A766563,812 Gunter in Austin (TX)
A676095,Austin (TX)
A690490,Slaughter Ln And Curlew Dr in Austin (TX)
A669915,Hwy 183  And  Duval in Austin (TX)
A689068,Alcott And Linshire in Austin (TX)
A707449,11131-C Pinehurst Drive in Austin (TX)
A748431,2215 Town Lake Circle in Austin (TX)
A703269,Springdale Adn Dorchester Heights Ln in Austin (TX)
A694367,Austin (TX)
A674521,8402 Bluff Springs Rd in Austin (TX)
A558166,Hwy 620 And Anderson Mill in Austin (TX)
A658155,Austin (TX)
A750104,900 Chicon in Austin (TX)
A702922,4612 Blue Meadow Dr in Austin (TX)
A717606,1319 Mckie Cove in Austin (TX)
A677651,7211 Northeast Dr in Austin (TX)
A718094,8512 Deja Ave in Austin (TX)
A722080,820 Old Bastrop in Austin (TX)
A713433,9621 Sawyer Fay Ln in Austin (TX)
A723906,9409 Solana Vista Loop #B in Austin (TX)
A671530,1915 W St John Ave in Austin (TX)
A735070,Norwich Castle And Baythorne Dr in Austin (TX)
A723453,Metric Blvd And Bittern Hollow in Austin (TX)
A685577,7117 Woodhollow Dr in Austin (TX)
A765047,6700 Cameron Road in Austin (TX)
A635117,Devine Ln & Strickland in Austin (TX)
A716823,Austin (TX)
A714108,5710 Pecanwood Ln in Austin (TX)
A721758,Willow Creek in Austin (TX)
A751632,Travis (TX)
A637824,Pflugerville (TX)
A736086,1511 Faro Dr in Austin (TX)
A707137,Clovis St And Montopolis Dr in Austin (TX)
A688586,4434 Frontier Trail in Austin (TX)
A669108,Fm 969/Dunlap in Travis (TX)
A728069,Roxanna Dr And Slaughter in Austin (TX)
A730949,5753 Signal Pt in Austin (TX)
A686019,Kayview Dr And Beckett Rd in Austin (TX)
A766362,Austin (TX)
A688929,8900 N Ih35 in Austin (TX)
A761774,14420 Bois D Arc in Manor (TX)
A655121,Austin (TX)
A721931,6006 E Ben White Blvd in Austin (TX)
A695844,Outside Jurisdiction
A669434,Metric And Parmer in Austin (TX)
A758973,300 Florence Drive in Austin (TX)
A692329,2011 Conestoga in Austin (TX)
A677196,13191-13481 Farm To Market 973 in Manor (TX)
A676348,124 W Anderson Ln in Austin (TX)
A757458,7711 Burnet Road in Austin (TX)
A766627,10107 Fm 969 in Austin (TX)
A666864,10010 Anderson Mill Rd in Austin (TX)
A734735,12034 Research in Austin (TX)
A679678,Krollton in Austin (TX)
A753263,5701 Johnny Morris Road in Austin (TX)
A740004,13021 Dessau Rd in Austin (TX)
A703205,3002 Matador Dr in Austin (TX)
A697734,412 W Alpine in Austin (TX)
A672642,300 Industrial Blvd in Austin (TX)
A430366,Signal Hill Dr And Rimrock Trail in Austin (TX)
A697099,9210 Northgate in Austin (TX)
A712011,2505 Fow Ln in Austin (TX)
A664667,14401  Kodiak Ln in Pflugerville (TX)
A659830,Austin (TX)
A712018,Slaughter Ln And Roxanna in Austin (TX)
A764654,Harris Branch Parway And East Parlmer Lane in Manor (TX)
A760593,Chestnut Avenue And Rosewood Drive in Austin (TX)
A667322,12101 Grey Fawn Path in Austin (TX)
A727368,6900 Nortre Dame Dr in Austin (TX)
A758690,Catherine Drive And Blue Bluff in Austin (TX)
A719365,Stephen F Austin Drive in Austin (TX)
A738460,Pflugerville (TX)
A748975,Manor (TX)
A668585,6202 Oleander Trl. in Austin (TX)
A703296,Fairfield Dr & Jamestown Dr in Austin (TX)
A696397,8501 Yaupon Springs in Travis (TX)
A739367,25212 Lakeview Dr in Travis (TX)
A751072,8303 Hornet Dr in Austin (TX)
A737971,901 S Dunlap in Travis (TX)
A716905,14417 Jacobson Rd in Travis (TX)
A719639,515 N. Pleasant Valley in Austin (TX)
A733080,Austin (TX)
A751780,21205 W 71 in Travis (TX)
A752240,2402 Patsy Pkwy in Austin (TX)
A708602,6800 Westgate in Austin (TX)
A680871,7006 Appaloosa Ct in Travis (TX)
A667949,Del Valle in Del Valle (TX)
A761833,422 Guadalupe St in Austin (TX)
A685199,Lexington Meadow Ln in Del Valle (TX)
A755409,Austin (TX)
A732544,Arrowmound Pass & Iwanna Dr in Del Valle (TX)
A517675,Austin (TX)
A720098,Austin (TX)
A725894,404 Denson Dr in Austin (TX)
A664748,Austin (TX)
A721843,6608 Johnny Morris Cv in Austin (TX)
A759865,1602 Citation in Travis (TX)
A711341,1311 Fairbanks in Austin (TX)
A719927,Austin (TX)
A744597,S Ih 35 Frontage Rd And E William Cannon Dr in Austin (TX)
A733432,6600 Elm Creek Dr in Austin (TX)
A623101,Austin (TX)
A753692,5604 Southwest Pkwy in Austin (TX)
A705223,5238 Thunder Creek in Austin (TX)
A670328,12034 Research in Austin (TX)
A718245,Esplanade And Carraige Park in Austin (TX)
A701928,12705 Encino Dr in Travis (TX)
A765044,1102 S Congress in Austin (TX)
A756971,Austin (TX)
A730545,8501 Cameron Rd in Austin (TX)
A751566,12201 Von Quintus in Austin (TX)
A708085,1841 Wooten Park Drive in Austin (TX)
A737727,1500 Hartford Rd in Austin (TX)
A714612,18018 Fm 969 in Manor (TX)
A765723,1311 Fairbanks Unit B in Austin (TX)
A701864,1398 Harris Ridge Blvd in Austin (TX)
A501076,4900 Hilldale Drive in Austin (TX)
A723349,7313 Colony Park in Austin (TX)
A635370,Austin (TX)
A672277,22 Madrona Dr in Austin (TX)
A676748,16408 Broadbay Dr in Travis (TX)
A701748,1703 S 1St St in Austin (TX)
A705452,2901 S Capital Of Texas Hwy in Austin (TX)
A674385,2412 Kramer Ln in Austin (TX)
A678174,525 N Lamar in Austin (TX)
A760730,2900 Manor Rd in Austin (TX)
A691776,Burleson And Ben White in Austin (TX)
A678028,2504 Huntwick Dr in Austin (TX)
A721731,1817 Alta Vista Dr in Austin (TX)
A689328,11106 Persimmon in Austin (TX)
A768341,1201 Payton Gin Road in Austin (TX)
A749593,Austin (TX)
A761852,Austin (TX)
A715516,3621 W Slaughter Ln in Austin (TX)
A761334,Travis (TX)
A707306,Olympus Dr And Marly Way in Austin (TX)
A668588,1600 Gaylord in Pflugerville (TX)
A704339,2109 Jesse Owens Dr in Austin (TX)
A721354,English Glade Dr And Tall Sky Trc in Austin (TX)
A706162,4600 Imperial Drive in Travis (TX)
A705708,6813 Sabrina Dr in Austin (TX)
A747131,2600 Lake Austin Blvd in Austin (TX)
A692414,Woodrow Ave in Austin (TX)
A647241,William Cannon And I 35 in Austin (TX)
A702504,9300 Northgate in Austin (TX)
A736568,3702 Rock Terrace in Lago Vista (TX)
A766544,15209 Sabal Palm Road in Austin (TX)
A659526,Wagon Bend And Wagon Crossing in Austin (TX)
A686610,Grayledge Dr & Potomac Path in Austin (TX)
A759659,4700 East Riverside Drive in Austin (TX)
A705345,1108 Blue Fox Dr in Austin (TX)
A691127,6611 Galindo St in Austin (TX)
A763716,Austin (TX)
A758752,Fawn Drive in Travis (TX)
A687144,1700 Burton Dr in Austin (TX)
A729586,7004 Bent Oak Cir in Austin (TX)
A674463,9345 E Us Hwy 290 in Austin (TX)
A729249,12416 Cielo Grande St in Travis (TX)
A717412,Austin (TX)
A744424,Austin (TX)
A734342,Austin (TX)
A712860,Austin (TX)
A669116,Outside Jurisdiction
A692547,4500 Avenue F in Austin (TX)
A752532,Austin (TX)
A674277,1500 East Riverside in Austin (TX)
A549440,Austin (TX)
A685281,Austin (TX)
A735954,Austin (TX)
A715056,5712 Honeybee Bend in Austin (TX)
A727784,13816 Cambourne Dr in Pflugerville (TX)
A686396,Austin (TX)
A714001,1313 Madison Ave in Austin (TX)
A687496,12660 Ballerstedt Dr in Travis (TX)
A700973,Bolm Rd in Austin (TX)
A686722,7201 Levander Loop in Austin (TX)
A719423,2237 E Riverside Dr in Austin (TX)
A655154,Austin (TX)
A751617,200 Beaver Street in Austin (TX)
A705327,2714 Carnarvon in Austin (TX)
A534623,Brodie Ln & Alexandria Dr in Austin (TX)
A730743,9115 Evelyn Rd in Mustang Ridge (TX)
A694963,3704 Tower View in Austin (TX)
A724789,Austin (TX)
A692583,Crownspoint And Roxanna Dr in Austin (TX)
A713714,4605 Button Bend in Austin (TX)
A704570,Pflugerville (TX)
A680226,177 Meadow View Blvd in Del Valle (TX)
A690474,Slaughter And 1826 in Austin (TX)
A735696,1012 Reinli St in Austin (TX)
A701020,Austin (TX)
A710581,12410 Alameda Trace in Austin (TX)
A714650,8802 Thunderbird Rd in Austin (TX)
A738297,Travis (TX)
A670262,6608 Sunstrip Dr in Austin (TX)
A694529,13106 Bennington in Austin (TX)
A739626,Hays (TX)
A305112,5800 Berkman Dr in Austin (TX)
A753007,1109 Lily Terrace in Austin (TX)
A731751,Austin (TX)
A668514,Ruthland Dr & Gray Blvd in Austin (TX)
A738356,Austin (TX)
A689626,12508 Esplande St in Austin (TX)
A735535,Austin (TX)
A706178,Austin (TX)
A758776,202 Old Bastrop Road in Travis (TX)
A737910,2702 Nordham Dr in Austin (TX)
A743482,Austin (TX)
A756656,2405 Glen Springs in Austin (TX)
A673433,Austin (TX)
A668506,Austin (TX)
A743222,Austin (TX)
A675535,841 Airport Blvd in Austin (TX)
A683708,12724 Collindale Cv in Austin (TX)
A665133,405 W Parsons in Manor (TX)
A714539,8312 N Interstate Hwy 35 in Austin (TX)
A707339,11901 North Mopac in Austin (TX)
A669899,15300 Lucian St in Austin (TX)
A721371,201 W Rundberg Ln in Austin (TX)
A695841,1503 Haskell in Austin (TX)
A752804,4106 N Lamar in Austin (TX)
A751827,4708 Brassiewood in Austin (TX)
A757615,6105 Jacqueline Ln in Austin (TX)
A678389,9705 Carson Creek in Austin (TX)
A750165,11904 Garden Gate in Austin (TX)
A672271,5606 Westminster Dr in Austin (TX)
A752436,2301 Whirlaway in Travis (TX)
A707074,Back Bay Ln And Ariock Ln in Austin (TX)
A689168,11106 Hialeah St in Del Valle (TX)
A710763,1110 Peggotty in Austin (TX)
A734280,Armstrong Ave And New Katy Ln in Travis (TX)
A699719,Greenbelt At Gus Fruh in Austin (TX)
A701856,10015 Lake Creek Pkwy in Austin (TX)
A753994,198 Stoney Point Drive in Austin (TX)
A757469,6105 Saddler Ln in Austin (TX)
A671199,Unknown in Austin (TX)
A559547,Berkman/Broadmoor in Austin (TX)
A668269,Francia And Slaughter in Austin (TX)
A457029,Austin (TX)
A737471,Nuckols Crossing And St Elmo in Austin (TX)
A722387,Bolm Rd And Airport Blvd in Austin (TX)
A754828,4600 Nuckols Crossing Road in Austin (TX)
A719106,Shady Ln And Airport Blvd in Austin (TX)
A750532,Bennett Ave & E St Johns Ave in Austin (TX)
A670870,1705 Saracen in Travis (TX)
A670295,Austin (TX)
A733188,North Dr And Runberg Ln in Austin (TX)
A698040,5301 Stassney Ln in Austin (TX)
A673997,2602 Stenson Drive in Cedar Park (TX)
A668550,Lago Vista (TX)
A702392,8515 S Ih 35 Frontage Rd in Austin (TX)
A728583,6913 Carwill Dr in Austin (TX)
A757564,Outside Jurisdiction
A646858,Nelms And Bluff Springs in Austin (TX)
A510336,Del Valle (TX)
A749131,2601 Mchale Court in Austin (TX)
A759532,13212 Rampart St in Austin (TX)
A693426,301 E 8Th in Austin (TX)
A723534,1411 W Ben White Blvd in Austin (TX)
A729821,11309 Doyle Overton Rd in Austin (TX)
A685229,14300 Farm To Market 969 in Austin (TX)
A697381,500 E 7Th St in Austin (TX)
A729592,8000 Decker Ln in Austin (TX)
A685967,Austin (TX)
A731088,3101 West Terrace Drive in Austin (TX)
A694262,Travis (TX)
A693127,14014 Denny Lane in Pflugerville (TX)
A728618,Heatherglen Ln And Tallow Field Way in Austin (TX)
A727860,6100 Smith Oak Trl in Austin (TX)
A731111,Key View Dr And Hidden View Pl in Austin (TX)
A744516,Austin (TX)
A698798,Austin (TX)
A726836,Austin (TX)
A673635,3811 E 12Th St in Austin (TX)
A677634,Harris Branch Pkwy & St Merryn Rd in Austin (TX)
A765953,Austin (TX)
A713528,Perez And Mlk in Austin (TX)
A741477,1511 Faro Dr in Austin (TX)
A719428,3600 Interstate 35 South in Austin (TX)
A755587,12712 La Paz in Travis (TX)
A686596,1614 Elmira in Austin (TX)
A756736,3100 Crownover in Austin (TX)
A678572,1620 W 6Th in Austin (TX)
A689633,506 Bellemeade Blvd in Pflugerville (TX)
A728771,1503 No Mor Cv in Austin (TX)
A703165,3401 W Parmer Ln in Austin (TX)
A724320,2001 Lou Neff Rd in Austin (TX)
A749985,2906 E Martin Luther King Jr Blvd in Austin (TX)
A686668,Austin (TX)
A742433,12311 Deerfoot Trail in Austin (TX)
A711200,Del Valle (TX)
A696351,Lott Ave And Ledesma Rd in Austin (TX)
A729007,Austin (TX)
A699177,6114 S 1St St in Austin (TX)
A750423,Austin (TX)
A680828,2505 Dana Cv in Austin (TX)
A682517,10702 Newmont Rd in Austin (TX)
A683233,14811 Chicadee in Pflugerville (TX)
A723320,Moore Rd And Hwy 130 in Austin (TX)
A710296,2001 Bastrop Hwy in Del Valle (TX)
A751282,Austin (TX)
A686836,Austin (TX)
A731078,6804 Old Lockhart Rd in Travis (TX)
A761493,2711 E 22Nd St in Austin (TX)
A755666,1909 Rosewood in Austin (TX)
A694892,11604 Loweswater in Austin (TX)
A676680,14001 Avery Ranch in Austin (TX)
A693196,Austin (TX)
A725440,7332 Colony Park Dr in Austin (TX)
A722685,810 Paisley Dr in Travis (TX)
A695125,6214 S Fm 973 in Del Valle (TX)
A673985,Mariposa Dr And Burton Dr in Austin (TX)
A686742,8524 Burnet Rd in Austin (TX)
A667095,2710 Wilson Street in Austin (TX)
A756019,Austin (TX)
A688377,501 U.S. 183 in Austin (TX)
A706312,Bee Caves And Fm 620 in Lakeway (TX)
A742519,Sendero Verde & Bear Canyon in Travis (TX)
A716624,Austin (TX)
A766744,15406 Scarlet in Austin (TX)
A712451,Travis (TX)
A693687,13824 Abrahamson Road in Manor (TX)
A725241,Polk Rd in Austin (TX)
A671238,11441 N Ih 35 in Austin (TX)
A741829,Wolf Lane And Pearce Lane in Travis (TX)
A737961,7201 Levander Loop in Austin (TX)
A755385,William Cannon Dr & Mckinney Falls Pkwy in Austin (TX)
A741879,Travis (TX)
A676832,Riverside And Anise in Austin (TX)
A673592,411 Blackson Ave/ Duval in Austin (TX)
A705629,1812 Miles Ave in Austin (TX)
A748094,204 Florence in Austin (TX)
A753277,905 Texas Trail in Travis (TX)
A721620,Austin (TX)
A685122,Congress And Mary in Austin (TX)
A762930,Pleasant Valley Drive And Stassany Lane in Austin (TX)
A754775,7225 Cherry Beam Path in Austin (TX)
A723724,Austin (TX)
A690228,2101 E St. Elmo Rd # 110 in Austin (TX)
A721021,10515 N. Mopac Hwy in Austin (TX)
A731618,Austin (TX)
A681881,Creedmoor (TX)
A757887,10101 S 1St St in Austin (TX)
A698248,Holly And Robert T Martinez in Austin (TX)
A666825,300 E. Huntland in Austin (TX)
A648607,4200 S Ih 35 in Austin (TX)
A727869,8800 N Ih 35 Hwy in Austin (TX)
A693008,E 5Th St And Comal in Austin (TX)
A743542,Outside Jurisdiction
A734351,2309 Berkley Ave in Austin (TX)
A736639,1600 Montopolis Dr in Austin (TX)
A699969,12100 Block Walter Vaughn Dr in Manor (TX)
A750246,2704 Wheless Lane in Austin (TX)
A694928,841 Airport Blvd in Austin (TX)
A701879,7701 Pitter Pat Ln in Austin (TX)
A712725,Bee Cave Rd & S Capital Of Texas Hwy in West Lake Hills (TX)
A673585,6512 Mcniel Drive in Austin (TX)
A687587,Marywood in Austin (TX)
A702182,5112 Caswell Ave in Austin (TX)
A702598,Austin (TX)
A730226,Austin (TX)
A687411,4200 Duval Rd in Austin (TX)
A706987,2906 E Mlk Jr Blvd in Austin (TX)
A685751,Mountain Quial And Rundberg in Austin (TX)
A723682,701 Woodward St in Austin (TX)
A766580,7201 Levander Loop in Austin (TX)
A739239,210 Eberhart in Austin (TX)
A704642,Brodie Ln And Slaughter Ln in Austin (TX)
A732140,Austin (TX)
A721297,6607 S Ih 35 Frontage Rd in Austin (TX)
A760425,Austin (TX)
A571610,1212 Perez in Austin (TX)
A764952,Austin (TX)
A672676,Austin (TX)
A730600,1109 Shady Ln in Austin (TX)
A689090,12166 Metric Blvd in Austin (TX)
A670392,Jfk Drive/Belfonte in Austin (TX)
A703979,2313 Willow St in Austin (TX)
A739867,Green Forest Dr And Brighten Rd in Austin (TX)
A733419,1105 Crown Ridge Path in Austin (TX)
A750406,10000 N Lamar in Austin (TX)
A668531,Lago Vista (TX)
A748239,Bonnie Brae St And Aberdeen Way in Austin (TX)
A766806,4610 Bucks Run in Austin (TX)
A768275,1509 Guadalupe St in Austin (TX)
A735575,8415 A Fathom Cir in Austin (TX)
A691290,8939 Anna Street in Austin (TX)
A698132,19211 St Raguel in Manor (TX)
A729251,12416 Cielo Grande St in Travis (TX)
A711530,7710 Cameron Rd in Austin (TX)
A668297,38Th St And I 35 in Austin (TX)
A681290,E Martin Luther King And Comal in Austin (TX)
A707604,Austin (TX)
A760313,206 Flournoy Drive in Austin (TX)
A691520,923 Walter St in Austin (TX)
A703357,9001 Grandview Drive in Jonestown (TX)
A687060,Austin (TX)
A733932,Millwright Pkwy And Timbercrest Ln in Austin (TX)
A720733,21413 Webber Oaks Cv in Travis (TX)
A758781,400 West Anderson in Austin (TX)
A673654,610 E 3Rd in Austin (TX)
A696051,9500 E Hwy 290 in Austin (TX)
A675366,500 E 7Th in Austin (TX)
A705468,Manchaca Rd & Glen Allen St in Austin (TX)
A745436,5400 Burgundy Dr in Austin (TX)
A690892,9213 Bentley Garner Ln in Austin (TX)
A683503,9100 Waterford Center Blvd in Austin (TX)
A754262,2112 E William Cannon Dr in Austin (TX)
A696414,Austin (TX)
A725070,Austin (TX)
A704826,3017 Rasberry Rd in Austin (TX)
A720784,Travis (TX)
A709504,5904 E Stassney in Austin (TX)
A695940,1735 Rutland Dr in Austin (TX)
A712748,13021 Legendary in Austin (TX)
A753518,4605 Candletree in Austin (TX)
A687407,8888 Tallwood Drive in Austin (TX)
A700034,Airport Blvd And Higgins St in Austin (TX)
A722878,Austin (TX)
A745927,1401 Garner Ave in Austin (TX)
A714661,Cameron And Westheimer in Austin (TX)
A687927,610 Wilmes Dr in Austin (TX)
A681257,1128 Spur St in Austin (TX)
A751407,1818 S Lakeshore Blvd in Austin (TX)
A712651,4550 Mueller Blvd in Austin (TX)
A742914,Austin (TX)
A679018,5400 Williams in Creedmoor (TX)
A676199,2430 Cromwell Cir in Austin (TX)
A730211,Sundera And Metra Dr in Austin (TX)
A752044,Travis (TX)
A679647,Raleigh And Lambs Ln in Austin (TX)
A706990,19309 James Manor in Manor (TX)
A757068,2014 Encino Circle in Austin (TX)
A765350,Austin (TX)
A726145,2206 Towbridge Cir in Austin (TX)
A753855,Dickson And Lamar in Austin (TX)
A679275,5660 N Interstate 35 in Austin (TX)
A704573,2415 West Pecan in Pflugerville (TX)
A717050,Austin (TX)
A713158,Austin (TX)
A626405,Travis (TX)
A673251,Austin (TX)
A753131,212 East 6Th St in Austin (TX)
A682562,Walnut/East 22Nd in Austin (TX)
A706689,1156 W Cesar Chavez St in Austin (TX)
A725965,5800 Cherry Park in Austin (TX)
A752169,9909 N Lamar Blvd in Austin (TX)
A748579,1802 Perez in Austin (TX)
A764320,606 West 15Th Street in Austin (TX)
A756219,13514 Rector Loop in Manor (TX)
A688719,Cedar Bend & Metric in Austin (TX)
A724846,6412 Tracton Ct in Austin (TX)
A667291,7412 Pusch Ridge Loop in Austin (TX)
A669012,Fm 1625/Sassman Rd in Travis (TX)
A692836,801 Bluffstone Cove in Austin (TX)
A732311,Austin (TX)
A719319,15008A Fm 812 in Austin (TX)
A747451,3708 Harmon in Austin (TX)
A734761,Austin (TX)
A716769,Parmer And Dessau in Austin (TX)
A676892,202 Saddlehorn Dr in Travis (TX)
A702942,1401 E Rundberg in Austin (TX)
A671052,1701 E 34Th St in Austin (TX)
A735610,Circle Dr & Thomas Springs Rd in Austin (TX)
A759714,Chaparral Road And Circle S in Austin (TX)
A726731,148 Martin Crossing in Travis (TX)
A763553,412 West Alpine Road in Austin (TX)
A666662,Austin (TX)
A698275,4500 Leslie Ave in Austin (TX)
A669436,3306 Rivercrest Dr in Travis (TX)
